category,title,upc,price_incl_tax,price_excl_tax,tax,rating,availability,stock_count,num_reviews,product_url,image_url,image_status,image_path,image_bytes
Sports and Games,"Friday Night Lights: A Town, a Team, and a Dream",a9aa3ed5b316470b,51.22,51.22,0.0,3,In stock (3 available),3,0,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,https://books.toscrape.com/media/cache/89/e8/89e87f1e98993377949855563aa1f982.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\sports-and-games\friday-night-lights-a-town-a-team-and-a-dream_cfb924a8.jpg,18011
Sports and Games,Sugar Rush (Offensive Line #2),ce42e3de94226b2b,24.42,24.42,0.0,1,In stock (2 available),2,0,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,https://books.toscrape.com/media/cache/10/65/106598cd8f3437c26a92cbda0a5a08bb.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\sports-and-games\sugar-rush-offensive-line-2_a43e592e.jpg,47711
Sports and Games,Settling the Score (The Summer Games #1),132adf7335bb384a,44.91,44.91,0.0,2,In stock (1 available),1,0,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html,https://books.toscrape.com/media/cache/95/c4/95c41c1765b517d6240bd674a02676b1.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\sports-and-games\settling-the-score-the-summer-games-1_9f3ac1e1.jpg,49141
Add a comment,The Torch Is Passed: A Harding Family Story,4eed62cf5f8d8edf,19.09,19.09,0.0,1,In stock (16 available),16,0,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,https://books.toscrape.com/media/cache/c7/26/c7260547c468dbe78af92cf3927c2a1c.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\add-a-comment\the-torch-is-passed-a-harding-family-story_91a520f8.jpg,48980
Add a comment,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",31075275518532d7,23.89,23.89,0.0,4,In stock (16 available),16,0,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,https://books.toscrape.com/media/cache/c9/eb/c9eb6ecf45abf796df0044600db65e55.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\add-a-comment\the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide_fbe1bce5.jpg,34474
Add a comment,The Art Forger,80cfab6bcff3a244,40.76,40.76,0.0,3,In stock (16 available),16,0,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,https://books.toscrape.com/media/cache/f5/3b/f53bc7b18914c97de7c23967293be119.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\add-a-comment\the-art-forger_905f2aff.jpg,49760
Add a comment,On a Midnight Clear,b757c0c361e689ce,14.07,14.07,0.0,3,In stock (16 available),16,0,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,https://books.toscrape.com/media/cache/75/9d/759d9276739200e2cb8101a36449ba20.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\add-a-comment\on-a-midnight-clear_754f4316.jpg,18287
Fantasy,Unicorn Tracks,7ae099f3898e0209,18.78,18.78,0.0,3,In stock (16 available),16,0,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,https://books.toscrape.com/media/cache/9b/09/9b0935dc936c92900c2dc5d2114da72f.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\fantasy\unicorn-tracks_aafa326b.jpg,57824
Fantasy,"Saga, Volume 6 (Saga (Collected Editions) #6)",c849f0b2f5d6a742,25.02,25.02,0.0,3,In stock (16 available),16,0,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,https://books.toscrape.com/media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\fantasy\saga-volume-6-saga-collected-editions-6_695a9833.jpg,45011
Fantasy,Princess Between Worlds (Wide-Awake Princess #5),0e691eda369f4e09,13.34,13.34,0.0,5,In stock (16 available),16,0,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,https://books.toscrape.com/media/cache/db/01/db01b38d3200a5faff4ead42791416e4.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\fantasy\princess-between-worlds-wide-awake-princess-5_ae394f38.jpg,35029
Fantasy,Masks and Shadows,fa9610a50a1bf149,56.4,56.4,0.0,2,In stock (16 available),16,0,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,https://books.toscrape.com/media/cache/05/c4/05c43fe821ae19169c7baa8a54c7e869.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\fantasy\masks-and-shadows_3a105c95.jpg,59893
New Adult,Without Borders (Wanderlove #1),acddfeab2a407640,45.07,45.07,0.0,2,In stock (16 available),16,0,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,https://books.toscrape.com/media/cache/de/26/de269ee688d4dc51846567f3942600ce.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\new-adult\without-borders-wanderlove-1_cc486f02.jpg,47243
New Adult,The Mistake (Off-Campus #2),99ff4cc6491e8f5c,43.29,43.29,0.0,3,In stock (15 available),15,0,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,https://books.toscrape.com/media/cache/95/49/9549db6862283a388659611bda63b97b.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\new-adult\the-mistake-off-campus-2_3553d581.jpg,35403
New Adult,The Matchmaker's Playbook (Wingmen Inc. #1),08db62f24627e71f,55.85,55.85,0.0,1,In stock (15 available),15,0,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,https://books.toscrape.com/media/cache/e9/e3/e9e3736effeb4982324dd0e4e64b2e81.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\new-adult\the-matchmaker-s-playbook-wingmen-inc-1_2aac7754.jpg,48386
New Adult,The Hook Up (Game On #1),6e473eff459e809f,36.29,36.29,0.0,5,In stock (1 available),1,0,https://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html,https://books.toscrape.com/media/cache/90/de/90de87ce300bcbbfcdb9ad77fc9a2e5f.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\new-adult\the-hook-up-game-on-1_0c1767de.jpg,53910
Young Adult,The Requiem Red,f77dbf2323deb740,22.65,22.65,0.0,1,In stock (19 available),19,0,https://books.toscrape.com/catalogue/the-requiem-red_995/index.html,https://books.toscrape.com/media/cache/6b/07/6b07b77236b7c80f42bd90bf325e69f6.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\young-adult\the-requiem-red_52c754be.jpg,47528
Young Adult,Set Me Free,ce6396b0f23f6ecc,17.46,17.46,0.0,5,In stock (19 available),19,0,https://books.toscrape.com/catalogue/set-me-free_988/index.html,https://books.toscrape.com/media/cache/b8/e9/b8e91bd2fc74c3954118999238abb4b8.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\young-adult\set-me-free_bda98ea7.jpg,36057
Young Adult,The Natural History of Us (The Fine Art of Pretending #2),cedf82b5086e4691,45.22,45.22,0.0,3,In stock (16 available),16,0,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,https://books.toscrape.com/media/cache/da/b8/dab87c14168f3ce18530447ec6437361.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\young-adult\the-natural-history-of-us-the-fine-art-of-pretending-2_1a3cc20a.jpg,43865
Young Adult,Obsidian (Lux #1),3c346ab1e76ae1f6,14.86,14.86,0.0,2,In stock (16 available),16,0,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,https://books.toscrape.com/media/cache/88/3f/883fb0f2304efca8724c629f03a4b82a.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\young-adult\obsidian-lux-1_bec45f00.jpg,41889
Science,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,aadee1c326d286e3,42.96,42.96,0.0,4,In stock (16 available),16,0,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,https://books.toscrape.com/media/cache/a3/9e/a39e7c5c9fc61c2ae0f81116aa8cbb0e.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\science\the-most-perfect-thing-inside-and-outside-a-bird-s-egg_e82a0016.jpg,20924
Science,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,e4f74c16de34d440,57.36,57.36,0.0,5,In stock (16 available),16,0,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,https://books.toscrape.com/media/cache/e1/1e/e11e7e9514a123aee2415a1def85e638.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\science\immunity-how-elie-metchnikoff-changed-the-course-of-modern-m_c59e2453.jpg,48321
Science,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,3edcccc4f341fb1a,44.74,44.74,0.0,4,In stock (14 available),14,0,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,https://books.toscrape.com/media/cache/5d/a5/5da545b9d44464af8b3d0a9511a050ca.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\science\sorting-the-beef-from-the-bull-the-science-of-food-fraud-for_8c18996a.jpg,34228
Science,Tipping Point for Planet Earth: How Close Are We to the Edge?,148715df5a02ea5e,37.55,37.55,0.0,1,In stock (12 available),12,0,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,https://books.toscrape.com/media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\science\tipping-point-for-planet-earth-how-close-are-we-to-the-edge_17d667ad.jpg,26416
Poetry,A Light in the Attic,a897fe39b1053632,51.77,51.77,0.0,3,In stock (22 available),22,0,https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html,https://books.toscrape.com/media/cache/fe/72/fe72f0532301ec28892ae79a629a293c.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\poetry\a-light-in-the-attic_8fec32d9.jpg,31047
Poetry,The Black Maria,1dfe412b8ac00530,52.15,52.15,0.0,1,In stock (19 available),19,0,https://books.toscrape.com/catalogue/the-black-maria_991/index.html,https://books.toscrape.com/media/cache/d1/7a/d17a3e313e52e1be5651719e4fba1d16.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\poetry\the-black-maria_afc7f0c4.jpg,19032
Poetry,Shakespeare's Sonnets,30a7f60cd76ca58c,20.66,20.66,0.0,4,In stock (19 available),19,0,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html,https://books.toscrape.com/media/cache/4d/7a/4d7a79a8be80a529b277ed5c4d8ba482.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\poetry\shakespeare-s-sonnets_f0df1859.jpg,33573
Poetry,Olio,feb7cc7701ecf901,23.88,23.88,0.0,1,In stock (19 available),19,0,https://books.toscrape.com/catalogue/olio_984/index.html,https://books.toscrape.com/media/cache/b1/0e/b10eabab1e1c811a6d47969904fd5755.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\poetry\olio_16797e85.jpg,8276
Paranormal,"Vampire Knight, Vol. 1 (Vampire Knight #1)",e7e87087b1a44711,15.4,15.4,0.0,1,In stock (1 available),1,0,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,https://books.toscrape.com/media/cache/39/82/39826643a2e100f9e763079d7d5867f4.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\paranormal\vampire-knight-vol-1-vampire-knight-1_8ba6e7f5.jpg,63115
Art,Wall and Piece,ccd9ffa25efabdea,44.18,44.18,0.0,4,In stock (18 available),18,0,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,https://books.toscrape.com/media/cache/df/34/df346322ddfdd3b4da0e34cad17f49dc.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\art\wall-and-piece_269f7060.jpg,52344
Art,Feathers: Displays of Brilliant Plumage,9194ae88379dbf1a,49.05,49.05,0.0,3,In stock (14 available),14,0,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,https://books.toscrape.com/media/cache/0a/d4/0ad48326a0d2dbda145c94e1d50ef673.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\art\feathers-displays-of-brilliant-plumage_36c55f5a.jpg,33248
Art,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,d6d9ffea95f2f8bf,48.63,48.63,0.0,4,In stock (9 available),9,0,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,https://books.toscrape.com/media/cache/87/82/87822798b42545d589822bc712dc38a6.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\art\art-and-fear-observations-on-the-perils-and-rewards-of-artma_18872cdc.jpg,31170
Art,The New Drawing on the Right Side of the Brain,3eec766dda26fa64,43.02,43.02,0.0,3,In stock (8 available),8,0,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,https://books.toscrape.com/media/cache/0a/8f/0a8f6461714ec9868dea0d37c5da5a81.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\art\the-new-drawing-on-the-right-side-of-the-brain_bb48e30f.jpg,39214
Psychology,The Lucifer Effect: Understanding How Good People Turn Evil,4e812d32d64e2431,10.4,10.4,0.0,1,In stock (14 available),14,0,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,https://books.toscrape.com/media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\psychology\the-lucifer-effect-understanding-how-good-people-turn-evil_e4fe1a97.jpg,40989
Psychology,The Golden Condom: And Other Essays on Love Lost and Found,235fa48eeed11d82,39.43,39.43,0.0,1,In stock (12 available),12,0,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,https://books.toscrape.com/media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\psychology\the-golden-condom-and-other-essays-on-love-lost-and-found_4034f74c.jpg,33248
Psychology,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,ce8666d9b42fc9a0,56.27,56.27,0.0,3,In stock (11 available),11,0,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,https://books.toscrape.com/media/cache/d3/26/d326484793116ccc786957d31e4fe912.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\psychology\it-didn-t-start-with-you-how-inherited-family-trauma-shapes_e75ca6e9.jpg,20180
Psychology,An Unquiet Mind: A Memoir of Moods and Madness,46cb43c2ab133ccc,21.3,21.3,0.0,3,In stock (6 available),6,0,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,https://books.toscrape.com/media/cache/e5/65/e56540f5e29286f3d7a1e3eb1912b61f.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\psychology\an-unquiet-mind-a-memoir-of-moods-and-madness_eb3b7b5d.jpg,34630
Autobiography,The Argonauts,c99761a700ade23f,10.93,10.93,0.0,2,In stock (15 available),15,0,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,https://books.toscrape.com/media/cache/22/d0/22d01c710471f94dabfa41083fa3cf4e.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\autobiography\the-argonauts_f1defa49.jpg,39095
Autobiography,M Train,5569c3fea112718e,27.18,27.18,0.0,1,In stock (11 available),11,0,https://books.toscrape.com/catalogue/m-train_598/index.html,https://books.toscrape.com/media/cache/f0/9f/f09fd4a3200b94db86364f308ac02530.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\autobiography\m-train_4dde2106.jpg,32217
Autobiography,Lab Girl,825d6c44da3ca5a6,40.85,40.85,0.0,1,In stock (11 available),11,0,https://books.toscrape.com/catalogue/lab-girl_595/index.html,https://books.toscrape.com/media/cache/26/ff/26ffcda626a5561e483afa19b58db8ac.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\autobiography\lab-girl_9a40f6c4.jpg,28873
Autobiography,Approval Junkie: Adventures in Caring Too Much,612369a5947a012e,58.81,58.81,0.0,5,In stock (5 available),5,0,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,https://books.toscrape.com/media/cache/96/6d/966d8d2afdead087cba0f29a69f89ba5.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\autobiography\approval-junkie-adventures-in-caring-too-much_883bc251.jpg,31716
Parenting,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,ef49db2aaa9bb547,37.35,37.35,0.0,2,In stock (3 available),3,0,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,https://books.toscrape.com/media/cache/3c/b9/3cb9c84d2a6a66f8bb6601d4f33deaa0.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\parenting\catastrophic-happiness-finding-joy-in-childhood-s-messy-year_7f2ca7ca.jpg,32793
Adult Fiction,Fifty Shades Freed (Fifty Shades #3),ed813a848580ba50,15.36,15.36,0.0,5,In stock (3 available),3,0,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,https://books.toscrape.com/media/cache/f4/07/f407d3bbf457d35701dfe72ee9ef3b68.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\adult-fiction\fifty-shades-freed-fifty-shades-3_acbb6764.jpg,37408
Humor,The Long Haul (Diary of a Wimpy Kid #9),f21effc079a2b38a,44.07,44.07,0.0,1,In stock (14 available),14,0,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,https://books.toscrape.com/media/cache/b1/e6/b1e6c747381261cd6e60ac9d350c4bab.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\humor\the-long-haul-diary-of-a-wimpy-kid-9_8dc96da2.jpg,27638
Humor,Old School (Diary of a Wimpy Kid #10),02b74068fa98d8a4,11.83,11.83,0.0,5,In stock (14 available),14,0,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,https://books.toscrape.com/media/cache/55/82/5582626cb185a8eb2914c15d5287afbd.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\humor\old-school-diary-of-a-wimpy-kid-10_23d8d7e2.jpg,56688
Humor,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,b8a8ff84233f0570,25.98,25.98,0.0,4,In stock (14 available),14,0,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,https://books.toscrape.com/media/cache/04/ab/04ab560690b2383512d2fdf4c6366b1e.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\humor\i-know-what-i-m-doing-and-other-lies-i-tell-myself-dispatche_90212f63.jpg,37233
Humor,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",fbb21a2f71f4d981,14.75,14.75,0.0,5,In stock (14 available),14,0,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,https://books.toscrape.com/media/cache/25/1d/251df0eb9b321159b0ee348d4a9da2af.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\humor\hyperbole-and-a-half-unfortunate-situations-flawed-coping-me_4d675892.jpg,47151
Horror,Security,6f78a0d744c35456,39.25,39.25,0.0,2,In stock (16 available),16,0,https://books.toscrape.com/catalogue/security_925/index.html,https://books.toscrape.com/media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\horror\security_746b3b57.jpg,30913
Horror,Follow You Home,8585760646e3aa2a,21.36,21.36,0.0,1,In stock (15 available),15,0,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,https://books.toscrape.com/media/cache/bb/c0/bbc0bdad3ad7f390017ea66bb7019579.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\horror\follow-you-home_7bb89753.jpg,55132
Horror,The Loney,2d88a31f325dfd3b,23.4,23.4,0.0,1,In stock (14 available),14,0,https://books.toscrape.com/catalogue/the-loney_756/index.html,https://books.toscrape.com/media/cache/84/cc/84cc7f93a8c6c766a6297a23227e68e8.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\horror\the-loney_60fa7f0e.jpg,25783
Horror,Pet Sematary,af58a74e4b2a23a0,10.56,10.56,0.0,3,In stock (14 available),14,0,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,https://books.toscrape.com/media/cache/99/ef/99ef2f3987ee016bdd120a4579ef98f5.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\horror\pet-sematary_fbf4df6a.jpg,41216
History,Sapiens: A Brief History of Humankind,4165285e1663650f,54.23,54.23,0.0,5,In stock (20 available),20,0,https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,https://books.toscrape.com/media/cache/ce/5f/ce5f052c65cc963cf4422be096e915c9.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\history\sapiens-a-brief-history-of-humankind_306257f7.jpg,14449
History,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",9a9d6e9bc555731e,25.52,25.52,0.0,1,In stock (16 available),16,0,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,https://books.toscrape.com/media/cache/27/a1/27a1ebe79d6e6759ec68ea9f427a4f71.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\history\unbound-how-eight-technologies-made-us-human-transformed-soc_c1705492.jpg,45759
History,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,a3d2a4250807f1e9,19.73,19.73,0.0,1,In stock (16 available),16,0,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,https://books.toscrape.com/media/cache/2e/65/2e654066306042f4c462ba4d048650d9.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\history\the-age-of-genius-the-seventeenth-century-and-the-birth-of-t_d9f5c9fa.jpg,33173
History,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",7392c0032f92d816,36.28,36.28,0.0,2,In stock (16 available),16,0,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,https://books.toscrape.com/media/cache/31/e6/31e6e0a41e62858180b268c27b20a770.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\history\political-suicide-missteps-peccadilloes-bad-calls-backroom-h_1fdc62b8.jpg,65314
Food and Drink,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",5674a18a29a43ced,30.52,30.52,0.0,3,In stock (19 available),19,0,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,https://books.toscrape.com/media/cache/9f/58/9f58d3ff6d58589eaf325b1a33c303a0.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\food-and-drink\foolproof-preserving-a-guide-to-small-batch-jams-jellies-pic_bb1bfae6.jpg,36877
Food and Drink,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",142d767a56a9254d,56.41,56.41,0.0,1,In stock (16 available),16,0,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,https://books.toscrape.com/media/cache/fd/af/fdaf3c3104c559941c01e840fecd2659.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\food-and-drink\the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer_74b81e5b.jpg,50265
Food and Drink,My Paris Kitchen: Recipes and Stories,784bc2279baa878d,33.37,33.37,0.0,2,In stock (16 available),16,0,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,https://books.toscrape.com/media/cache/ae/d5/aed548aefcac7803a599b05da3acb86e.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\food-and-drink\my-paris-kitchen-recipes-and-stories_f2b832db.jpg,32577
Food and Drink,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",72f9d5be3472d34e,14.02,14.02,0.0,4,In stock (16 available),16,0,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,https://books.toscrape.com/media/cache/48/19/48192cbef9101060e3787d87d7c8d7d1.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\food-and-drink\mama-tried-traditional-italian-cooking-for-the-screwed-crude_33208854.jpg,61158
Christian Fiction,Redeeming Love,b53db2271c9624f7,20.47,20.47,0.0,5,In stock (15 available),15,0,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,https://books.toscrape.com/media/cache/c9/74/c974d74fa0bd1735c6ae172d40b1c077.jpg,downloaded,C:\Users\anton\Desktop\Web-Crawling\image_crawler\output\task2\images\christian-fiction\redeeming-love_feff6d47.jpg,52203
